"dates","UAA.Open","UAA.High","UAA.Low","UAA.Close","UAA.Volume","UAA.Adjusted"
"2011-07-20",10.305,10.305,10.1,10.14875,6528800,10.14875
"2011-07-21",10.18375,10.36875,10.03625,10.0525,10467200,10.0525
"2011-07-22",10.06625,10.11625,9.9025,9.95875,11932000,9.95875
"2011-07-25",9.88125,9.9625,9.71875,9.82375,13099200,9.82375
"2011-07-26",9.87375,10.27125,9.3375,9.43125,38247200,9.43125
"2011-07-27",9.37,9.45375,8.9925,9.00625,12422400,9.00625
"2011-07-28",8.96875,9.47375,8.9,9.3125,15205600,9.3125
"2011-07-29",9.13875,9.34875,9.04,9.17625,9786400,9.17625
"2011-08-01",9.32875,9.4575,9.025,9.10875,8469600,9.10875
"2011-08-02",8.9925,9.20625,8.62125,8.6475,10982400,8.6475
"2011-08-03",8.55375,8.79375,8.2575,8.76625,16773600,8.76625
"2011-08-04",8.64375,8.66,8.01625,8.09875,14628000,8.09875
"2011-08-05",8.25375,8.34625,7.58125,7.83,20994400,7.83
"2011-08-08",7.44,7.63625,6.79625,6.99125,22619200,6.99125
"2011-08-09",7.2775,7.675,6.93625,7.66,15816800,7.66
"2011-08-10",7.70625,7.86125,7.36875,7.385,10930400,7.385
"2011-08-11",7.465,7.99375,7.3225,7.8675,10064000,7.8675
"2011-08-12",7.94625,8.05125,7.84125,7.96625,6710400,7.96625
"2011-08-15",8.09125,8.25375,7.9525,8.245,8744800,8.245
"2011-08-16",8.11625,8.17875,7.855,7.93,10124800,7.93
"2011-08-17",8.00625,8.08875,7.3175,7.3925,14255200,7.3925
"2011-08-18",7.15375,7.1675,6.83,6.97875,21792000,6.97875
"2011-08-19",6.8775,7.2625,6.5775,6.5975,11928800,6.5975
"2011-08-22",6.9475,7.15625,6.8425,6.99875,12984000,6.99875
"2011-08-23",7.12125,7.92625,6.99125,7.82875,19810400,7.82875
"2011-08-24",7.82875,7.96,7.68625,7.865,8995200,7.865
"2011-08-25",7.89,7.965,7.4375,7.45125,10408800,7.45125
"2011-08-26",7.40375,8.46,7.3375,8.4375,19534400,8.4375
"2011-08-29",8.55875,8.9,8.49125,8.76375,16359200,8.76375
"2011-08-30",8.68,9.1475,8.64375,9.045,15990400,9.045
"2011-08-31",9.1025,9.17,8.73125,8.8575,13416800,8.8575
"2011-09-01",8.825,9.07,8.67375,8.71625,7202400,8.71625
"2011-09-02",8.49625,8.62,8.3125,8.42,7911200,8.42
"2011-09-06",8.06875,8.55625,8.055,8.49875,8177600,8.49875
"2011-09-07",8.73625,8.9025,8.52125,8.895,9260800,8.895
"2011-09-08",8.75625,9.10125,8.71125,8.84625,11810400,8.84625
"2011-09-09",8.73,8.7375,8.26,8.4425,10710400,8.4425
"2011-09-12",8.275,8.70125,8.26875,8.6725,8324000,8.6725
"2011-09-13",8.71625,8.98125,8.64875,8.89625,6777600,8.89625
"2011-09-14",8.935,9.55,8.775,9.405,17751200,9.405
"2011-09-15",9.425,9.6625,9.21375,9.6025,15256800,9.6025
"2011-09-16",9.675,10.1,9.575,9.86,20979200,9.86
"2011-09-19",9.6575,9.94375,9.52375,9.82375,9246400,9.82375
"2011-09-20",9.86375,10.03125,9.5325,9.56625,9038400,9.56625
"2011-09-21",9.58125,9.6725,9.2075,9.21,9730400,9.21
"2011-09-22",8.81875,8.9375,8.63125,8.815,15057600,8.815
"2011-09-23",8.9025,9.37375,8.87625,9.08375,9370400,9.08375
"2011-09-26",9.215,9.54625,9.02625,9.5275,7784800,9.5275
"2011-09-27",9.7875,9.81125,9.3475,9.4425,11044800,9.4425
"2011-09-28",9.465,9.50375,9.11,9.13125,6234400,9.13125
"2011-09-29",9.33125,9.34875,8.3075,8.8125,10993600,8.8125
"2011-09-30",8.65125,8.80125,8.2975,8.30125,8712800,8.30125
"2011-10-03",8.18875,8.47375,7.89,8.07125,9404000,8.07125
"2011-10-04",7.9425,8.55,7.8125,8.5075,13638400,8.5075
"2011-10-05",8.50125,8.7,8.335,8.65625,9599200,8.65625
"2011-10-06",8.6625,9.0675,8.625,9.0325,7144000,9.0325
"2011-10-07",9.03875,9.17375,8.69625,8.745,7935200,8.745
"2011-10-10",8.99,9.36125,8.99,9.30625,6468800,9.30625
"2011-10-11",9.27875,9.525,9.15875,9.40875,7399200,9.40875
"2011-10-12",9.4825,9.695,9.23875,9.28125,10852000,9.28125
"2011-10-13",9.2275,9.41875,9.1,9.1875,7830400,9.1875
"2011-10-14",9.3525,9.4,9.16125,9.33,6338400,9.33
"2011-10-17",9.3775,9.56,8.97375,9.06,6116800,9.06
"2011-10-18",9.00875,9.2375,8.65375,9.15125,7508000,9.15125
"2011-10-19",9.09,9.20625,8.885,8.91125,5111200,8.91125
"2011-10-20",8.9275,9.03125,8.75,8.95875,4283200,8.95875
"2011-10-21",9.09625,9.2475,9.0325,9.13875,8579200,9.13875
"2011-10-24",9.2625,9.6975,9.14,9.54125,16333600,9.54125
"2011-10-25",9.28125,10.43375,9.2575,10.01875,47403200,10.01875
"2011-10-26",10.155,10.46125,9.94,10.36125,23020000,10.36125
"2011-10-27",10.625,10.76875,10.39125,10.75,16209600,10.75
"2011-10-28",10.6275,10.75,10.4625,10.72875,9400000,10.72875
"2011-10-31",10.59375,10.925,10.5125,10.55125,10103200,10.55125
"2011-11-01",10.15,10.46,10.0825,10.25625,10248000,10.25625
"2011-11-02",10.5425,10.72125,10.2675,10.475,10677600,10.475
"2011-11-03",10.4325,10.75,10.2925,10.72,9729600,10.72
"2011-11-04",10.69,10.71875,10.42625,10.5375,6313600,10.5375
"2011-11-07",10.5325,10.7,10.285,10.4375,5072800,10.4375
"2011-11-08",10.54875,10.6,10.125,10.47125,7277600,10.47125
"2011-11-09",10.1875,10.365,10.03125,10.11125,6556000,10.11125
"2011-11-10",10.22375,10.24625,9.92625,10.125,5235200,10.125
"2011-11-11",10.27,10.49875,10.1725,10.4875,5203200,10.4875
"2011-11-14",10.5125,10.63625,10.34375,10.36875,4084800,10.36875
"2011-11-15",10.28875,10.47625,10.1875,10.41,6368800,10.41
"2011-11-16",10.28875,10.4275,10.05375,10.10625,4351200,10.10625
"2011-11-17",10.09625,10.19875,9.62375,9.825,9566400,9.825
"2011-11-18",9.88625,9.92375,9.485,9.61125,7015200,9.61125
"2011-11-21",9.325,9.59625,9.19375,9.46125,9744000,9.46125
"2011-11-22",9.4525,9.59875,9.3525,9.3825,7483200,9.3825
"2011-11-23",9.2875,9.625,9.26625,9.55375,7860800,9.55375
"2011-11-25",9.50875,9.58625,9.2725,9.33625,3958400,9.33625
"2011-11-28",9.6425,9.9625,9.6425,9.95125,8101600,9.95125
"2011-11-29",9.945,9.98375,9.7,9.78875,10664000,9.78875
"2011-11-30",10.15875,10.375,9.93,10.16625,18121600,10.16625
"2011-12-01",9.99875,10.29875,9.875,10.2325,7171200,10.2325
"2011-12-02",10.30375,10.6075,10.20625,10.23,7156800,10.23
"2011-12-05",10.3925,10.5175,10.32375,10.50625,5630400,10.50625
"2011-12-06",10.48625,10.48625,10.26625,10.32875,5280800,10.32875
"2011-12-07",10.25,10.35375,10.065,10.2775,5073600,10.2775
"2011-12-08",10.185,10.33,9.93,9.9875,4978400,9.9875
"2011-12-09",10.03375,10.36875,9.93125,10.3375,5814400,10.3375
"2011-12-12",10.18125,10.18125,9.60375,9.89,13076800,9.89
"2011-12-13",10.0075,10.0225,9.1775,9.31,16226400,9.31
"2011-12-14",9.275,9.3875,9.0625,9.24875,10728000,9.24875
"2011-12-15",9.4325,9.4975,9.02875,9.26625,10968800,9.26625
"2011-12-16",9.36875,9.40875,9.23,9.26625,7493600,9.26625
"2011-12-19",9.3125,9.3625,8.975,9.00375,4809600,9.00375
"2011-12-20",9.20125,9.2975,9.01875,9.0425,7754400,9.0425
"2011-12-21",9.06125,9.0925,8.71125,8.89,9880800,8.89
"2011-12-22",8.94375,8.985,8.75,8.82375,7055200,8.82375
"2011-12-23",8.86875,9.17375,8.805,9.1475,5728000,9.1475
"2011-12-27",9.135,9.3825,9.03625,9.2125,5989600,9.2125
"2011-12-28",9.18375,9.22875,8.9875,9.06875,4834400,9.06875
"2011-12-29",9.05625,9.115,8.8875,8.98,5335200,8.98
"2011-12-30",8.98125,9.17,8.93625,8.97375,4116000,8.97375
"2012-01-03",9.23375,9.375,9.00125,9.0225,7126400,9.0225
"2012-01-04",9.0125,9.17125,8.93,9.0825,8602400,9.0825
"2012-01-05",9.03875,9.1575,8.7825,9.15625,10757600,9.15625
"2012-01-06",9.155,9.365,9.08,9.26875,8214400,9.26875
"2012-01-09",9.28875,9.39125,9.12125,9.29625,8222400,9.29625
"2012-01-10",9.44,9.4625,9.255,9.39375,8084000,9.39375
"2012-01-11",9.34125,9.48,9.31625,9.47,6409600,9.47
"2012-01-12",9.53,9.73375,9.45375,9.7075,12467200,9.7075
"2012-01-13",9.64625,9.8025,9.58125,9.64625,7448800,9.64625
"2012-01-17",9.72,9.82875,9.49125,9.53375,8024000,9.53375
"2012-01-18",9.215,9.2875,8.97,9.155,21862400,9.155
"2012-01-19",9.20625,9.29,8.9875,9.1175,16294400,9.1175
"2012-01-20",9.0775,9.24625,9.04875,9.2025,7675200,9.2025
"2012-01-23",9.3075,9.6125,9.3,9.47125,12132000,9.47125
"2012-01-24",9.40875,9.5925,9.35125,9.55,11840000,9.55
"2012-01-25",9.52375,9.73125,9.475,9.68625,16334400,9.68625
"2012-01-26",9.49875,9.6575,9.07,9.175,41981600,9.175
"2012-01-27",9.1275,9.68625,9.095,9.615,16980000,9.615
"2012-01-30",9.4975,9.69375,9.38125,9.6325,8977600,9.6325
"2012-01-31",9.815,10.055,9.76875,9.9525,18972000,9.9525
"2012-02-01",9.99625,10.0175,9.785,9.805,12276000,9.805
"2012-02-02",9.81625,9.875,9.64,9.6975,9993600,9.6975
"2012-02-03",9.81125,10.0675,9.76875,10.0575,9277600,10.0575
"2012-02-06",9.97625,10.17625,9.9375,10.1,6473600,10.1
"2012-02-07",10.1,10.16875,9.96875,10.12875,6162400,10.12875
"2012-02-08",10.1975,10.42125,10.07375,10.2,11184800,10.2
"2012-02-09",10.21125,10.35625,10.10875,10.3525,7906400,10.3525
"2012-02-10",10.225,10.305,10.15625,10.25625,8036000,10.25625
"2012-02-13",10.3375,10.3475,10.15625,10.31,5008800,10.31
"2012-02-14",10.27875,10.59375,10.24125,10.59375,10365600,10.59375
"2012-02-15",10.5125,10.85875,10.4525,10.50625,16508000,10.50625
"2012-02-16",10.45375,10.72,10.45375,10.70375,9548800,10.70375
"2012-02-17",10.69625,10.80875,10.5675,10.60875,6496000,10.60875
"2012-02-21",10.53625,10.5725,10.26375,10.315,5001600,10.315
"2012-02-22",10.27625,10.43625,10.27625,10.35125,4324800,10.35125
"2012-02-23",10.375,10.46375,10.27625,10.3,3760800,10.3
"2012-02-24",10.60875,10.7875,10.43,10.72875,11320000,10.72875
"2012-02-27",10.66125,10.97125,10.53125,10.895,11576800,10.895
"2012-02-28",10.9475,11.1125,10.77125,10.965,9700800,10.965
"2012-02-29",11.13125,11.235,10.99875,11.155,11520800,11.155
"2012-03-01",11.1875,11.53625,11.15625,11.515,11074400,11.515
"2012-03-02",11.51125,11.5775,11.395,11.5275,7839200,11.5275
"2012-03-05",11.51875,11.64,11.455,11.49,6800000,11.49
"2012-03-06",11.32,11.33375,11,11.105,10030400,11.105
"2012-03-07",11.1575,11.4525,11.13875,11.3775,7055200,11.3775
"2012-03-08",11.5075,11.67,11.455,11.60625,7016000,11.60625
"2012-03-09",11.6,11.93125,11.5625,11.8675,7434400,11.8675
"2012-03-12",11.65875,11.9775,11.51,11.91875,10352800,11.91875
"2012-03-13",11.99375,12.22875,11.94375,12.2125,9372000,12.2125
"2012-03-14",12.175,12.3875,12.14875,12.19625,10292800,12.19625
"2012-03-15",12.195,12.24875,11.965,12.00375,8078400,12.00375
"2012-03-16",12.04125,12.04125,11.73,11.78875,9245600,11.78875
"2012-03-19",11.85125,12.0925,11.73625,11.9725,4328000,11.9725
"2012-03-20",11.90125,12.115,11.88875,12.0725,4140800,12.0725
"2012-03-21",12.09,12.29875,12.0575,12.20625,5971200,12.20625
"2012-03-22",12.08875,12.32375,12.07375,12.2175,5053600,12.2175
"2012-03-23",12.2075,12.21125,11.89,12.1375,4777600,12.1375
"2012-03-26",12.2575,12.41875,12.20875,12.37,4498400,12.37
"2012-03-27",12.37,12.4025,12.18375,12.2,3720800,12.2
"2012-03-28",12.2,12.2225,11.80875,11.985,5202400,11.985
"2012-03-29",11.8025,11.8025,11.45625,11.755,10151200,11.755
"2012-03-30",11.8575,12.0075,11.67125,11.75,5664800,11.75
"2012-04-02",11.76,12.13125,11.73375,12.02375,6135200,12.02375
"2012-04-03",12.0375,12.28,11.9975,12.26125,6315200,12.26125
"2012-04-04",11.88,12.0025,11.73125,11.80625,8919200,11.80625
"2012-04-05",11.805,12.04125,11.805,11.94125,5048000,11.94125
"2012-04-09",11.8825,11.935,11.75625,11.90875,5302400,11.90875
"2012-04-10",11.8875,11.93,11.45625,11.53125,7836800,11.53125
"2012-04-11",11.665,11.85,11.6375,11.77625,4961600,11.77625
"2012-04-12",11.76375,11.90125,11.71125,11.885,2755200,11.885
"2012-04-13",11.90375,12.04125,11.77125,12.0325,4735200,12.0325
"2012-04-16",12.125,12.20625,11.86,11.885,3643200,11.885
"2012-04-17",11.95,12.17875,11.95,12.04875,5007200,12.04875
"2012-04-18",12.01625,12.2075,11.89375,12.1275,4301600,12.1275
"2012-04-19",12.11125,12.15375,11.97125,12.0625,8519200,12.0625
"2012-04-20",11.8725,12.8575,11.76625,12.69125,30960000,12.69125
"2012-04-23",12.5075,12.62375,12.2575,12.55625,15592000,12.55625
"2012-04-24",12.56875,12.5925,11.8475,11.9175,13212800,11.9175
"2012-04-25",12.03375,12.17125,11.8475,12.0825,8039200,12.0825
"2012-04-26",12.13375,12.2375,12.00125,12.19875,6673600,12.19875
"2012-04-27",12.24375,12.445,12.035,12.36125,9452800,12.36125
"2012-04-30",12.3425,12.4275,12.2,12.24125,4468800,12.24125
"2012-05-01",12.19875,12.43,12.025,12.28875,7704800,12.28875
"2012-05-02",12.185,12.72125,12.175,12.63875,7338400,12.63875
"2012-05-03",12.58375,12.7375,12.38375,12.42125,6035200,12.42125
"2012-05-04",12.29125,12.36625,11.95,12.06625,5228800,12.06625
"2012-05-07",12.0075,12.1725,11.915,12.10125,5648000,12.10125
"2012-05-08",11.9825,12.045,11.16875,11.585,13058400,11.585
"2012-05-09",11.63,11.89,11.42375,11.7425,12488800,11.7425
"2012-05-10",11.81875,11.90625,11.61125,11.73375,7388000,11.73375
"2012-05-11",11.6875,11.945,11.635,11.8525,6251200,11.8525
"2012-05-14",11.7475,11.87125,11.605,11.7575,5389600,11.7575
"2012-05-15",11.82375,11.99125,11.75875,11.825,7924800,11.825
"2012-05-16",11.83125,11.94625,11.6875,11.84125,8109600,11.84125
"2012-05-17",11.82125,11.8575,11.2525,11.25375,9394400,11.25375
"2012-05-18",11.25375,11.53625,11.075,11.125,8695200,11.125
"2012-05-21",11.125,11.6825,11.0975,11.65125,5764000,11.65125
"2012-05-22",11.6825,11.89875,11.63875,11.795,4860000,11.795
"2012-05-23",11.7125,11.96375,11.61875,11.86,7120000,11.86
"2012-05-24",11.85625,12.2575,11.81625,12.16125,9054400,12.16125
"2012-05-25",12.165,12.31125,12.15625,12.27375,4731200,12.27375
"2012-05-29",12.4375,12.6125,12.3625,12.595,10640800,12.595
"2012-05-30",12.43,12.63375,12.375,12.5875,4734400,12.5875
"2012-05-31",12.55375,12.62,12.3175,12.59125,5052800,12.59125
"2012-06-01",12.245,12.34625,11.77125,11.96875,8300800,11.96875
"2012-06-04",11.96875,12.23625,11.85125,12.16375,7092000,12.16375
"2012-06-05",12.135,12.4375,12.0875,12.3825,4184000,12.3825
"2012-06-06",12.47875,12.6975,12.42375,12.66875,5639200,12.66875
"2012-06-07",12.5,12.64375,12.23125,12.4775,7849600,12.4775
"2012-06-08",12.45875,12.915,12.39,12.91375,9412000,12.91375
"2012-06-11",13.0725,13.39375,12.8175,12.8425,13952800,12.8425
"2012-06-12",13.01625,13.28,12.83,13.22875,10936000,13.22875
"2012-06-13",13.1875,13.225,12.57625,12.61625,9081600,12.61625
"2012-06-14",12.60125,12.87125,12.51375,12.71,8336000,12.71
"2012-06-15",12.72625,13.265,12.71,13.21875,9841600,13.21875
"2012-06-18",13.13625,13.30625,13.00625,13.26,4682400,13.26
"2012-06-19",13.28125,13.4825,13.22625,13.305,5378400,13.305
"2012-06-20",13.2775,13.35375,13.09625,13.1475,6240000,13.1475
"2012-06-21",12.76625,12.7825,12.255,12.30875,19340000,12.30875
"2012-06-22",12.41125,12.5,12.20625,12.47,8905600,12.47
"2012-06-25",12.2925,12.30875,11.9575,12.14875,6132800,12.14875
"2012-06-26",12.20375,12.36875,12.06375,12.07375,7312000,12.07375
"2012-06-27",12.00875,12.1125,11.51625,11.65375,11014400,11.65375
"2012-06-28",11.59125,11.635,11.125,11.31375,15159200,11.31375
"2012-06-29",11.38,11.875,11.38,11.81,21456000,11.81
"2012-07-02",11.6725,11.6725,11.2775,11.47125,9533600,11.47125
"2012-07-03",11.45625,11.525,11.26,11.455,4830400,11.455
"2012-07-05",11.555,11.91125,11.45625,11.735,8028000,11.735
"2012-07-06",11.625,11.6925,11.41,11.4775,7906400,11.4775
"2012-07-09",11.47125,11.61,11.385,11.53625,9924800,11.53625
"2012-07-10",11.5825,11.8875,11.58,11.7325,8182800,11.7325
"2012-07-11",11.73,11.7325,11.29,11.3675,7141200,11.3675
"2012-07-12",11.255,11.65,11.0175,11.58,8995200,11.58
"2012-07-13",11.6975,11.95,11.6925,11.85,6081600,11.85
"2012-07-16",11.7875,11.8375,11.625,11.7625,6128800,11.7625
"2012-07-17",11.9225,12.3325,11.9175,12.16,12177600,12.16
"2012-07-18",12.125,12.595,12.105,12.36,7650000,12.36
"2012-07-19",12.475,12.73,12.3975,12.6325,7707600,12.6325
"2012-07-20",12.545,12.5725,12.19,12.3975,9192800,12.3975
"2012-07-23",12.1475,12.3225,11.8325,12.095,11627600,12.095
"2012-07-24",12.925,13.75,12.925,13.1975,40788400,13.1975
"2012-07-25",13.255,13.6525,13.2075,13.48,13398400,13.48
"2012-07-26",13.72,13.9875,13.685,13.8275,9466800,13.8275
"2012-07-27",13.87,13.9975,13.685,13.785,8322400,13.785
"2012-07-30",13.795,13.975,13.6875,13.8525,5912800,13.8525
"2012-07-31",13.7475,13.8,13.485,13.61,6207200,13.61
"2012-08-01",13.735,13.775,13.375,13.375,6537600,13.375
"2012-08-02",13.3475,13.6975,13.255,13.5275,5731200,13.5275
"2012-08-03",13.7775,14.1,13.7475,14.0275,6735600,14.0275
"2012-08-06",14.025,14.4325,13.98,14.4175,9247200,14.4175
"2012-08-07",14.4925,14.62,14.1425,14.1875,8420800,14.1875
"2012-08-08",14.1,14.305,14.0675,14.1725,4497600,14.1725
"2012-08-09",14.21,14.45,14.18,14.3375,4032400,14.3375
"2012-08-10",14.24,14.4,14.0525,14.19,4762400,14.19
"2012-08-13",14.18,14.25,13.955,14.22,2966400,14.22
"2012-08-14",14.295,14.3075,14.06,14.105,3552000,14.105
"2012-08-15",14.0925,14.1025,13.9575,13.99,4180400,13.99
"2012-08-16",14.0325,14.2775,13.9375,14.125,5042400,14.125
"2012-08-17",14.1425,14.54,14.065,14.4325,7113200,14.4325
"2012-08-20",14.4325,14.465,14.1525,14.1875,4285600,14.1875
"2012-08-21",14.1975,14.42,14.0775,14.1475,3972000,14.1475
"2012-08-22",14.125,14.3125,14.0425,14.2075,3252000,14.2075
"2012-08-23",14.2025,14.3425,14.04,14.2975,3728000,14.2975
"2012-08-24",14.2525,14.2925,13.95,13.9675,7070400,13.9675
"2012-08-27",14.045,14.0625,13.68,13.8875,6055600,13.8875
"2012-08-28",13.8975,14.42,13.8875,14.3475,6497600,14.3475
"2012-08-29",14.375,14.5775,14.33,14.39,4672800,14.39
"2012-08-30",14.34,14.56,14.23,14.42,3481200,14.42
"2012-08-31",14.545,14.6775,14.375,14.5525,5013200,14.5525
"2012-09-04",14.5025,14.7975,14.325,14.675,4360400,14.675
"2012-09-05",14.6725,14.725,14.3425,14.3625,5769600,14.3625
"2012-09-06",14.5125,14.85,14.4125,14.8325,6062800,14.8325
"2012-09-07",14.8375,15.2025,14.7475,14.91,6464800,14.91
"2012-09-10",14.9075,15.1,14.85,14.9,3288800,14.9
"2012-09-11",14.8425,14.8425,14.5475,14.805,5235600,14.805
"2012-09-12",14.8425,15.0275,14.8275,14.8775,3972400,14.8775
"2012-09-13",14.8575,15.055,14.565,14.825,5818400,14.825
"2012-09-14",14.825,15.24,14.825,15.0075,4548400,15.0075
"2012-09-17",14.715,14.85,14.58,14.7625,3974400,14.7625
"2012-09-18",14.745,14.745,14.2175,14.4875,6744000,14.4875
"2012-09-19",14.5475,14.7325,14.4575,14.535,2880800,14.535
"2012-09-20",14.48,14.5,14.225,14.2625,5156000,14.2625
"2012-09-21",14.41,14.4125,14,14.135,8521600,14.135
"2012-09-24",14.085,14.27,13.9525,14.1125,4788000,14.1125
"2012-09-25",14.125,14.2125,13.6225,13.655,7224800,13.655
"2012-09-26",13.6325,13.8125,13.32,13.665,6468800,13.665
"2012-09-27",13.745,14.16,13.6575,14,5078000,14
"2012-09-28",13.8025,14.0875,13.7175,13.9575,5158400,13.9575
"2012-10-01",14.01,14.475,13.8425,13.875,6779200,13.875
"2012-10-02",13.9,14.08,13.825,13.97,4136400,13.97
"2012-10-03",13.84,13.945,13.55,13.7225,10383600,13.7225
"2012-10-04",13.8325,14.2375,13.7575,14.095,5962800,14.095
"2012-10-05",14.2125,14.3,13.99,14.015,3323200,14.015
"2012-10-08",14.02,14.33,13.8775,13.9025,3623600,13.9025
"2012-10-09",13.9525,13.97,13.435,13.53,7033200,13.53
"2012-10-10",13.5825,13.725,13.5075,13.575,4181200,13.575
"2012-10-11",13.7525,13.8675,13.6,13.6475,4098800,13.6475
"2012-10-12",13.6325,13.795,13.5775,13.64,2924800,13.64
"2012-10-15",13.66,14,13.66,13.995,3008400,13.995
"2012-10-16",14.085,14.5625,14.045,14.52,5570800,14.52
"2012-10-17",14.47,14.7775,14.3925,14.65,4482800,14.65
"2012-10-18",14.6275,15.05,14.6175,14.8175,4567600,14.8175
"2012-10-19",14.6875,14.8,14.5525,14.6875,4718800,14.6875
"2012-10-22",14.595,14.6225,14.3,14.4375,6220000,14.4375
"2012-10-23",14.2975,14.4575,14.2275,14.36,5375600,14.36
"2012-10-24",14.48,14.5775,13.945,14.155,8506400,14.155
"2012-10-25",13.515,13.875,13.0025,13.2325,27808400,13.2325
"2012-10-26",13.1725,13.2825,12.5075,13.0375,12571600,13.0375
"2012-10-31",13.1525,13.3375,12.925,13.065,6316400,13.065
"2012-11-01",13.02,13.29,12.8625,13.28,5418000,13.28
"2012-11-02",13.3675,13.5925,13.17,13.17,4193600,13.17
"2012-11-05",13.185,13.28,13.0125,13.25,3254400,13.25
"2012-11-06",13.2775,13.415,13.125,13.4,4132800,13.4
"2012-11-07",13.17,13.2825,12.98,13.215,4308800,13.215
"2012-11-08",13.1975,13.1975,12.5775,12.6275,5739600,12.6275
"2012-11-09",12.55,12.6875,12.225,12.4725,11269200,12.4725
"2012-11-12",12.5075,12.62,12.28,12.405,4857200,12.405
"2012-11-13",12.5425,12.91,12.3425,12.785,6297600,12.785
"2012-11-14",13.0025,13.035,12.4225,12.4475,5284800,12.4475
"2012-11-15",12.45,12.5775,12.245,12.54,6708400,12.54
"2012-11-16",12.5875,12.88,12.325,12.69,6114000,12.69
"2012-11-19",12.815,13.05,12.77,12.815,6422800,12.815
"2012-11-20",12.82,13.0625,12.77,12.9825,5068400,12.9825
"2012-11-21",13.1075,13.1975,12.7875,13.085,4215600,13.085
"2012-11-23",13.025,13.1975,12.985,13.185,1880400,13.185
"2012-11-26",13.185,13.4275,13.1275,13.41,6826000,13.41
"2012-11-27",13.3475,13.7675,13.325,13.525,7100800,13.525
"2012-11-28",13.4875,13.705,13.43,13.685,4358800,13.685
"2012-11-29",13.73,13.8,13.2875,13.4575,6947200,13.4575
"2012-11-30",13.525,13.525,12.9575,12.9575,19485600,12.9575
"2012-12-03",13.0775,13.2075,12.925,13.16,4159600,13.16
"2012-12-04",13.1375,13.165,12.85,13.0275,3394000,13.0275
"2012-12-05",13.02,13.1025,12.7575,12.9775,4031200,12.9775
"2012-12-06",13,13.195,12.7375,13.1825,3732400,13.1825
"2012-12-07",13.2125,13.3475,12.9725,13.04,2570000,13.04
"2012-12-10",13.0525,13.125,12.4075,12.5325,9328400,12.5325
"2012-12-11",12.575,12.8275,12.55,12.8275,6207600,12.8275
"2012-12-12",12.605,12.775,12.5175,12.64,7563200,12.64
"2012-12-13",12.6575,12.7475,12.0975,12.115,7154400,12.115
"2012-12-14",12.0925,12.305,12.015,12.0525,6161600,12.0525
"2012-12-17",12.075,12.1025,11.5275,11.9725,16136000,11.9725
"2012-12-18",12.065,12.6425,12.0275,12.4675,8215600,12.4675
"2012-12-19",12.4525,12.5825,12.24,12.2525,4190400,12.2525
"2012-12-20",12.2625,12.2875,11.7025,11.8675,9322800,11.8675
"2012-12-21",11.73,12.3275,11.7225,12.265,9990000,12.265
"2012-12-24",12.23,12.385,12.2175,12.3125,2407200,12.3125
"2012-12-26",12.4925,12.525,11.8875,11.9125,5500800,11.9125
"2012-12-27",11.8775,12.1475,11.75,12.0125,7052800,12.0125
"2012-12-28",11.945,12.03,11.7775,11.855,6706800,11.855
"2012-12-31",11.7825,12.21,11.78,12.1325,5601200,12.1325
"2013-01-02",12.425,12.5,11.9575,12.0825,5601200,12.0825
"2013-01-03",12.075,12.545,12.055,12.415,4672400,12.415
"2013-01-04",12.8225,12.825,12.2475,12.3375,13139200,12.3375
"2013-01-07",12.0775,12.305,12.0075,12.1075,6808800,12.1075
"2013-01-08",12.1075,12.265,12.035,12.16,4480000,12.16
"2013-01-09",12.1725,12.1975,11.5975,11.6625,12527200,11.6625
"2013-01-10",11.695,11.9925,11.5325,11.92,8829200,11.92
"2013-01-11",11.92,12.045,11.7775,12.0225,5450400,12.0225
"2013-01-14",12.0125,12.205,11.985,12.085,6629200,12.085
"2013-01-15",11.9725,11.9725,11.7,11.8625,5771200,11.8625
"2013-01-16",11.8875,11.9,11.695,11.765,4434400,11.765
"2013-01-17",11.8325,11.8925,11.68,11.7375,4889200,11.7375
"2013-01-18",11.7375,11.75,11.5175,11.565,7578400,11.565
"2013-01-22",11.5,12.005,11.345,11.86,9542800,11.86
"2013-01-23",11.75,11.955,11.6525,11.9225,5698400,11.9225
"2013-01-24",11.62,11.76,11.08,11.465,36373600,11.465
"2013-01-25",11.725,12.1225,11.685,12.065,15046800,12.065
"2013-01-28",12.0625,12.065,11.805,11.9775,4510000,11.9775
"2013-01-29",11.98,12.275,11.805,12.0775,10808400,12.0775
"2013-01-30",11.99,12.255,11.9025,12.0325,12768000,12.0325
"2013-01-31",12.54,12.985,12.5,12.7175,21563200,12.7175
"2013-02-01",12.81,12.8725,12.58,12.625,8435600,12.625
"2013-02-04",12.56,12.7125,12.4125,12.49,4990800,12.49
"2013-02-05",12.5,12.8075,12.5,12.6175,5708400,12.6175
"2013-02-06",12.6375,12.7725,12.5,12.525,5046000,12.525
"2013-02-07",12.56,12.56,12.285,12.485,8124400,12.485
"2013-02-08",12.555,12.66,12.4675,12.55,3579600,12.55
"2013-02-11",12.4975,12.5,12.29,12.455,4905600,12.455
"2013-02-12",12.4975,12.5825,12.3475,12.43,4118800,12.43
"2013-02-13",12.4275,12.5975,12.12,12.175,5823600,12.175
"2013-02-14",12.12,12.305,12.0475,12.225,4055200,12.225
