"dates","TSLA.Open","TSLA.High","TSLA.Low","TSLA.Close","TSLA.Volume","TSLA.Adjusted"
"2013-11-26",23.875999,24.544001,23.219999,24.1,69427500,24.1
"2013-11-27",24.261999,25.389999,23.903999,25.388,61838000,25.388
"2013-11-29",25.954,26.118,25.396,25.455999,48581000,25.455999
"2013-12-02",25.27,25.709999,24.785999,24.834,38756000,24.834
"2013-12-03",26.535999,28.988001,26.318001,28.940001,128412000,28.940001
"2013-12-04",28.864,28.886,27.426001,27.790001,65738500,27.790001
"2013-12-05",28.030001,28.67,27.9,28.096001,46442000,28.096001
"2013-12-06",28.302,28.497999,27.26,27.472,39548000,27.472
"2013-12-09",27.4,28.34,26.841999,28.32,45307500,28.32
"2013-12-10",28.01,29.174,27.972,28.438,53741000,28.438
"2013-12-11",28.375999,28.610001,27.898001,27.93,35689000,27.93
"2013-12-12",27.940001,29.648001,27.705999,29.493999,53839000,29.493999
"2013-12-13",29.610001,30.360001,29.464001,29.530001,52959500,29.530001
"2013-12-16",29.695999,30.086,29.219999,29.587999,33376500,29.587999
"2013-12-17",29.516001,30.926001,29.264,30.492001,52475000,30.492001
"2013-12-18",30.448,30.98,29.190001,29.596001,57909500,29.596001
"2013-12-19",29.379999,29.4,27.82,28.143999,63700000,28.143999
"2013-12-20",28.316,28.870001,28.316,28.648001,37063000,28.648001
"2013-12-23",28.969999,29.247999,28.52,28.709999,26927500,28.709999
"2013-12-24",30,30.993999,29.964001,30.282,49707500,30.282
"2013-12-26",31.007999,31.6,30.858,31.1,35647500,31.1
"2013-12-27",31.059999,31.1,30.16,30.224001,27301000,30.224001
"2013-12-30",30.224001,30.962,30.15,30.488001,22337500,30.488001
"2013-12-31",30.464001,30.639999,29.732,30.086,21312000,30.086
"2014-01-02",29.959999,30.496,29.309999,30.02,30942000,30.02
"2014-01-03",30,30.438,29.719999,29.912001,23475000,29.912001
"2014-01-06",30,30.08,29.048,29.4,26805500,29.4
"2014-01-07",29.524,30.08,29.049999,29.872,25170500,29.872
"2014-01-08",29.77,30.74,29.752001,30.256001,30816000,30.256001
"2014-01-09",30.5,30.686001,29.370001,29.506001,26910000,29.506001
"2014-01-10",29.691999,29.780001,28.450001,29.143999,37230500,29.143999
"2014-01-13",29.156,29.4,27.563999,27.868,31580500,27.868
"2014-01-14",28.1,32.400002,27.334,32.254002,138035000,32.254002
"2014-01-15",33.689999,34.445999,32.419998,32.826,102328000,32.826
"2014-01-16",32.5,34.540001,32.48,34.194,59797000,34.194
"2014-01-17",34.037998,34.639999,33.59,34.001999,46031000,34.001999
"2014-01-21",34.248001,35.458,34.161999,35.335999,48673500,35.335999
"2014-01-22",35.562,36.063999,34.952,35.712002,35113000,35.712002
"2014-01-23",35.445999,36.476002,34.683998,36.299999,39337000,36.299999
"2014-01-24",35.57,36.096001,34.706001,34.919998,38321500,34.919998
"2014-01-27",35.032001,35.584,32.942001,33.924,43582000,33.924
"2014-01-28",34.299999,35.796001,34.200001,35.675999,30467000,35.675999
"2014-01-29",35.060001,35.818001,34.625999,35.046001,29677500,35.046001
"2014-01-30",35.599998,36.956001,35.402,36.568001,42825000,36.568001
"2014-01-31",35.77,37.200001,35.702,36.282001,32544000,36.282001
"2014-02-03",36.577999,36.976002,35.032001,35.422001,33824500,35.422001
"2014-02-04",36.139999,36.32,35.240002,35.745998,23431500,35.745998
"2014-02-05",35.66,36.118,33.872002,34.883999,36340000,34.883999
"2014-02-06",35.259998,36.021999,35.200001,35.675999,29208000,35.675999
"2014-02-07",36.202,37.326,35.919998,37.306,44642500,37.306
"2014-02-10",37.868,39.860001,37.863998,39.312,64853500,39.312
"2014-02-11",39.793999,40.439999,38.540001,39.324001,53549500,39.324001
"2014-02-12",39.155998,39.653999,38.863998,39.063999,25868500,39.063999
"2014-02-13",38.667999,40.543999,38.650002,39.925999,40146500,39.925999
"2014-02-14",39.619999,40.375999,39.400002,39.646,30790000,39.646
"2014-02-18",41.048,41.200001,40.271999,40.740002,46664000,40.740002
"2014-02-19",40.740002,40.740002,38.681999,38.728001,80845000,38.728001
"2014-02-20",43.001999,43.042,41.254002,41.993999,90011500,41.993999
"2014-02-21",42.327999,42.796001,41.838001,41.919998,39094000,41.919998
"2014-02-24",41.751999,43.672001,41.664001,43.529999,41392000,43.529999
"2014-02-25",46,51.84,45.689999,49.599998,163408500,49.599998
"2014-02-26",51.716,53,49.5,50.599998,123023000,50.599998
"2014-02-27",52.25,52.380001,49.666,50.507999,89729000,50.507999
"2014-02-28",49.93,50.535999,48.509998,48.962002,72949000,48.962002
"2014-03-03",47.452,50.330002,46.998001,50.112,65446500,50.112
"2014-03-04",51.695999,52,50.566002,50.967999,43728000,50.967999
"2014-03-05",51.344002,51.397999,50.360001,50.532001,29678500,50.532001
"2014-03-06",50.827999,51.5,49.889999,50.588001,36805500,50.588001
"2014-03-07",50.588001,50.970001,48.882,49.242001,39061500,49.242001
"2014-03-10",48.540001,48.599998,47.212002,47.768002,38640500,47.768002
"2014-03-11",47.299999,48.919998,46.486,46.882,44050500,46.882
"2014-03-12",46.299999,49.5,46.222,48.298,48772000,48.298
"2014-03-13",48.757999,48.838001,46.799999,47.557999,31181500,47.557999
"2014-03-14",47.057999,47.388,45.664001,46.194,41448500,46.194
"2014-03-17",46.990002,47.585999,46.099998,46.796001,29563000,46.796001
"2014-03-18",47.389999,48.299999,47.004002,48.007999,31211500,48.007999
"2014-03-19",48.278,48.310001,46.702,47.167999,25356500,47.167999
"2014-03-20",47.231998,47.849998,46.672001,46.981998,19089500,46.981998
"2014-03-21",47.203999,47.240002,45.5,45.778,41084500,45.778
"2014-03-24",45.950001,45.98,42.054001,44.034,56644000,44.034
"2014-03-25",44.827999,45.41,43.580002,44.088001,39327000,44.088001
"2014-03-26",44.389999,44.52,42.27,42.591999,34536500,42.591999
"2014-03-27",42.473999,42.720001,40.599998,41.464001,47478500,41.464001
"2014-03-28",42.560001,43.344002,42.054001,42.473999,48424000,42.473999
"2014-03-31",43.299999,43.349998,41.278,41.689999,41900000,41.689999
"2014-04-01",41.804001,43.632,41.716,43.394001,36857000,43.394001
"2014-04-02",44,46.178001,43.610001,46.057999,53911500,46.057999
"2014-04-03",46.060001,47.146,44.400002,45.080002,54618500,45.080002
"2014-04-04",45.202,45.653999,42.25,42.445999,56728000,42.445999
"2014-04-07",41.161999,43.240002,40.702,41.504002,49277500,41.504002
"2014-04-08",42.009998,43.298,41.284,43.091999,34446500,43.091999
"2014-04-09",43.352001,43.689999,42.178001,43.386002,25789500,43.386002
"2014-04-10",43.363998,43.5,40.757999,40.838001,36057500,40.838001
"2014-04-11",40.122002,41.400002,39.720001,40.756001,45336000,40.756001
"2014-04-14",41.52,41.688,38.882,39.618,38515000,39.618
"2014-04-15",39.818001,39.858002,36.863998,38.782001,68296500,38.782001
"2014-04-16",39.400002,39.998001,38.164001,39.821999,36011000,39.821999
"2014-04-17",39.922001,40.458,38.816002,39.624001,29634000,39.624001
"2014-04-21",39.416,41.240002,38.799999,40.875999,26291000,40.875999
"2014-04-22",41.271999,43.866001,41.001999,43.728001,49023500,43.728001
"2014-04-23",43.265999,43.348,41.400002,41.598,36478000,41.598
"2014-04-24",42.161999,42.560001,40.639999,41.571999,27476000,41.571999
"2014-04-25",40.400002,41.34,39.529999,39.970001,34983500,39.970001
"2014-04-28",40,40.757999,38.099998,39.702,35210000,39.702
"2014-04-29",39.641998,41.43,39.105999,41.383999,28895500,41.383999
"2014-04-30",40.720001,41.632,40.256001,41.577999,22203000,41.577999
"2014-05-01",41.416,42.804001,41.138,41.546001,27199500,41.546001
"2014-05-02",41.720001,42.271999,41.304001,42.181999,20434000,42.181999
"2014-05-05",41.896,43.537998,41.703999,43.321999,25735000,43.321999
"2014-05-06",43.32,43.731998,41.369999,41.456001,28183500,41.456001
"2014-05-07",41.928001,42.040001,39.450001,40.27,50896500,40.27
"2014-05-08",36.400002,38.880001,35.599998,35.717999,100283000,35.717999
"2014-05-09",35.972,36.68,35.444,36.452,42476000,36.452
"2014-05-12",36.773998,37.438,35.976002,36.933998,35011500,36.933998
"2014-05-13",36.751999,38.268002,36.599998,38.032001,35486000,38.032001
"2014-05-14",37.790001,38.695999,37.419998,38.124001,27033500,38.124001
"2014-05-15",37.995998,38.532001,37.060001,37.717999,30202000,37.717999
"2014-05-16",37.790001,38.408001,37.543999,38.312,22438500,38.312
"2014-05-19",38.144001,39.377998,38,39.217999,22858500,39.217999
"2014-05-20",39.388,39.866001,38.613998,39.060001,27730500,39.060001
"2014-05-21",39.236,39.973999,38.958,39.889999,26427000,39.889999
"2014-05-22",40.07,41.375999,39.911999,40.976002,31072500,40.976002
"2014-05-23",40.905998,41.551998,40.5,41.459999,20034000,41.459999
"2014-05-27",41.703999,42.773998,41.540001,42.312,26705500,42.312
"2014-05-28",42.004002,42.554001,41.051998,42.048,27475500,42.048
"2014-05-29",42.113998,42.498001,41.543999,42.048,18462500,42.048
"2014-05-30",42.060001,42.959999,41.403999,41.554001,27905500,41.554001
"2014-06-02",41.466,41.869999,40.334,40.939999,23340500,40.939999
"2014-06-03",40.698002,41.599998,40.518002,40.987999,19304000,40.987999
"2014-06-04",40.869999,41.251999,40.080002,40.798,17137000,40.798
"2014-06-05",40.894001,41.84,40.810001,41.380001,20273000,41.380001
"2014-06-06",41.950001,42.161999,41.436001,41.633999,15369000,41.633999
"2014-06-09",41.59,41.998001,40.84,41.062,14028500,41.062
"2014-06-10",40.886002,41.394001,40.310001,40.459999,17573500,40.459999
"2014-06-11",40.299999,41,39.849998,40.894001,19887500,40.894001
"2014-06-12",41.02,41.976002,40.542,40.703999,29968500,40.703999
"2014-06-13",40.956001,41.358002,40.316002,41.284,17721500,41.284
"2014-06-16",41.352001,45.098,41.251999,44.922001,66232000,44.922001
"2014-06-17",44.821999,47.108002,44.57,46.334,66524500,46.334
"2014-06-18",46.299999,46.341999,45.223999,45.424,34701000,45.424
"2014-06-19",45.776001,47.062,45.400002,45.557999,43965500,45.557999
"2014-06-20",45.703999,46.257999,45.240002,45.917999,24519500,45.917999
"2014-06-23",45.902,47.798,45.644001,47.444,38955500,47.444
"2014-06-24",47.793999,48.375999,46.326,46.5,40379500,46.5
"2014-06-25",46.610001,47.509998,46.048,47.377998,29008000,47.377998
"2014-06-26",47.433998,48.080002,46.841999,47.119999,25607000,47.119999
"2014-06-27",46.938,48,46.900002,47.812,28175000,47.812
"2014-06-30",47.91,48.897999,47.799999,48.012001,24143000,48.012001
"2014-07-01",48.492001,48.688,47.740002,47.944,21680500,47.944
"2014-07-02",48.132,48.466,45.414001,45.886002,40137000,45.886002
"2014-07-03",46.257999,46.380001,44.799999,45.849998,25833500,45.849998
"2014-07-07",45.5,45.956001,44.080002,44.532001,29468500,44.532001
"2014-07-08",43.73,44.192001,42.854,43.813999,39181000,43.813999
"2014-07-09",44.254002,44.844002,43.841999,44.612,20577000,44.612
"2014-07-10",43.436001,44.444,43.208,43.891998,24319500,43.891998
"2014-07-11",44.122002,44.32,43.52,43.625999,16511500,43.625999
"2014-07-14",43.998001,45.757999,43.09,45.34,36016000,45.34
"2014-07-15",45.346001,45.529999,43.619999,43.916,28592500,43.916
"2014-07-16",44.363998,44.959999,43.363998,43.431999,20222500,43.431999
"2014-07-17",43.231998,44.110001,42.720001,43.080002,23247000,43.080002
"2014-07-18",43.189999,44.242001,43.186001,44.004002,21268500,44.004002
"2014-07-21",43.450001,44.641998,43.344002,44.108002,19111000,44.108002
"2014-07-22",44.438,44.66,43.821999,43.916,13650000,43.916
"2014-07-23",44.001999,44.950001,43.886002,44.498001,15416500,44.498001
"2014-07-24",44.650002,45.02,44.16,44.708,16227500,44.708
"2014-07-25",44.543999,45.394001,44.349998,44.714001,15435500,44.714001
"2014-07-28",44.849998,46.400002,44.279999,44.964001,32571500,44.964001
"2014-07-29",45.321999,45.66,44.972,45.001999,16912000,45.001999
"2014-07-30",44.383999,45.919998,44.208,45.784,24639000,45.784
"2014-07-31",45.852001,46.279999,44.299999,44.66,38745500,44.66
"2014-08-01",45.217999,47.5,45.200001,46.653999,59479000,46.653999
"2014-08-04",46.875999,48.099998,46.653999,47.703999,29798500,47.703999
"2014-08-05",47.493999,48.598,47.138,47.698002,26943000,47.698002
"2014-08-06",47.779999,50.284,47.716,49.785999,46246500,49.785999
"2014-08-07",50.023998,51.338001,49.824001,50.478001,37394500,50.478001
"2014-08-08",50.231998,50.352001,49.299999,49.625999,25450500,49.625999
"2014-08-11",51.096001,52.748001,51,51.863998,40506500,51.863998
"2014-08-12",51.616001,52.060001,50.916,51.992001,31911500,51.992001
"2014-08-13",52.402,53.127998,51.922001,52.062,34663000,52.062
"2014-08-14",52.498001,52.599998,51.299999,52.276001,20633000,52.276001
"2014-08-15",52.296001,52.417999,51.700001,52.402,19339500,52.402
"2014-08-18",52.650002,53.452,51.950001,51.987999,29246000,51.987999
"2014-08-19",51.773998,51.866001,50.324001,51.352001,26674000,51.352001
"2014-08-20",50.933998,51.748001,50.599998,51.141998,15139500,51.141998
"2014-08-21",51.304001,51.759998,50.652,50.868,14578000,50.868
"2014-08-22",50.908001,51.389999,50.521999,51.355999,14167000,51.355999
"2014-08-25",51.638,52.736,51.638,52.509998,21590500,52.509998
"2014-08-26",52.995998,53.099998,52.332001,52.348,19090000,52.348
"2014-08-27",52.700001,52.848,52.057999,52.650002,14925500,52.650002
"2014-08-28",52.377998,52.896,52.327999,52.771999,14224500,52.771999
"2014-08-29",53.740002,54.400002,53.501999,53.939999,32235500,53.939999
"2014-09-02",55.099998,56.978001,54.860001,56.824001,49262000,56.824001
"2014-09-03",57.534,57.599998,56.02,56.237999,33861500,56.237999
"2014-09-04",56.801998,58.284,56.080002,57.208,41708500,57.208
"2014-09-05",56.509998,56.580002,54.501999,55.478001,55849500,55.478001
"2014-09-08",55.523998,56.976002,55.504002,56.422001,27508000,56.422001
"2014-09-09",56.598,57.098,55.400002,55.695999,22794000,55.695999
"2014-09-10",55.900002,56.282001,54.731998,56.220001,18906500,56.220001
"2014-09-11",56.091999,56.958,55.726002,56.062,18830500,56.062
"2014-09-12",56.099998,56.478001,55.400002,55.84,16623000,55.84
"2014-09-15",54.874001,54.880001,49.826,50.771999,82277000,50.771999
"2014-09-16",51.029999,52.492001,50.484001,52.147999,41500500,52.147999
"2014-09-17",52.481998,52.939999,51.900002,52.276001,25888500,52.276001
"2014-09-18",52.672001,53.119999,52.464001,52.764,18463000,52.764
"2014-09-19",51.598,52.285999,51.054001,51.863998,34054500,51.863998
"2014-09-22",51,51.203999,48.942001,50.006001,41070500,50.006001
"2014-09-23",49.043999,50.759998,49,50.082001,28293500,50.082001
"2014-09-24",50.223999,50.568001,49.408001,50.428001,18747500,50.428001
"2014-09-25",50.504002,50.992001,49.220001,49.389999,24171000,49.389999
"2014-09-26",49.650002,49.945999,49.214001,49.32,18977000,49.32
"2014-09-29",48.799999,49.728001,48.276001,49.051998,24263500,49.051998
"2014-09-30",49.383999,49.529999,48.023998,48.535999,21191500,48.535999
"2014-10-01",48.439999,48.532001,47.130001,48.048,29708500,48.048
"2014-10-02",50.040001,50.557999,49.071999,50.284,44991000,50.284
"2014-10-03",50.612,51.299999,50.206001,51.042,27031500,51.042
"2014-10-06",51.826,52.498001,51.560001,52.124001,38566500,52.124001
"2014-10-07",51.706001,52.292,51.146,51.914001,22427500,51.914001
"2014-10-08",52.02,52.576,50.528,51.855999,25275500,51.855999
"2014-10-09",52.450001,53.108002,50.880001,51.402,36806500,51.402
"2014-10-10",48.928001,49.178001,47.040001,47.382,64441500,47.382
"2014-10-13",47.714001,47.792,44.200001,44.917999,56343500,44.917999
"2014-10-14",45.650002,46.493999,44.599998,45.411999,35526500,45.411999
"2014-10-15",44,46.198002,43.464001,45.939999,45736500,45.939999
"2014-10-16",43.944,45.984001,43.82,45.27,26996500,45.27
"2014-10-17",46.675999,46.953999,45.310001,45.495998,52747000,45.495998
"2014-10-20",45.344002,46.48,45.102001,46.094002,17472000,46.094002
"2014-10-21",46.854,47.077999,46.16,47.068001,20651500,47.068001
"2014-10-22",46.638,47.478001,46.112,46.220001,20583000,46.220001
"2014-10-23",46.931999,47.256001,46.400002,47.057999,17462000,47.057999
"2014-10-24",47.254002,47.560001,46.240002,47.048,17316500,47.048
"2014-10-27",46.849998,46.922001,44.062,44.334,47766500,44.334
"2014-10-28",45.919998,48.919998,45.650002,48.554001,52581500,48.554001
"2014-10-29",48.226002,48.299999,47.127998,47.619999,24812500,47.619999
"2014-10-30",47.627998,48.099998,47.012001,47.731998,16142000,47.731998
"2014-10-31",48.501999,48.624001,47.75,48.34,18876500,48.34
"2014-11-03",48.599998,49.512001,48.264,48.518002,21019000,48.518002
"2014-11-04",48.098,48.470001,47.306,47.785999,18413000,47.785999
"2014-11-05",48.200001,48.271999,46.105999,46.194,45229500,46.194
"2014-11-06",46.897999,49.338001,45.700001,48.243999,76773500,48.243999
"2014-11-07",48.438,48.568001,47.439999,48.040001,25805000,48.040001
"2014-11-10",47.821999,48.576,47.360001,48.386002,22886000,48.386002
"2014-11-11",48.509998,50.363998,48.400002,50.216,39744000,50.216
"2014-11-12",49.944,50.467999,49.116001,49.82,29354000,49.82
"2014-11-13",50.124001,51.150002,50.049999,50.34,31180000,50.34
"2014-11-14",50,51.77,49.700001,51.736,30505500,51.736
"2014-11-17",51.498001,51.799999,50.403999,50.796001,20128500,50.796001
"2014-11-18",51.172001,51.998001,51.102001,51.540001,22365000,51.540001
"2014-11-19",50.122002,50.375999,49.119999,49.548,39592500,49.548
"2014-11-20",49.59,50.186001,49.200001,49.742001,17936000,49.742001
"2014-11-21",50.442001,50.556,48.433998,48.556,37425500,48.556
"2014-11-24",49.040001,49.52,48.127998,49.344002,23948500,49.344002
"2014-11-25",49.470001,49.944,49.217999,49.618,15799000,49.618
"2014-11-26",49.667999,49.799999,49.32,49.688,9906000,49.688
"2014-11-28",49.07,49.338001,48.504002,48.903999,10598500,48.903999
"2014-12-01",48.231998,48.493999,45.801998,46.327999,43097000,46.327999
"2014-12-02",46.914001,46.976002,45.599998,46.285999,29435000,46.285999
"2014-12-03",45.25,45.944,45.099998,45.860001,26538500,45.860001
"2014-12-04",45.720001,46.18,45.562,45.655998,19278000,45.655998
"2014-12-05",45.734001,45.877998,44.452,44.742001,30318000,44.742001
"2014-12-08",44.307999,44.972,42.467999,42.872002,46128000,42.872002
"2014-12-09",41.868,43.546001,40.854,43.377998,47157500,43.377998
"2014-12-10",42.826,43.354,41.540001,41.967999,36570500,41.967999
"2014-12-11",42.105999,43.085999,41.646,41.776001,33472000,41.776001
"2014-12-12",40.964001,42.335999,40.900002,41.400002,35869000,41.400002
"2014-12-15",41.858002,41.959999,40.534,40.807999,26091500,40.807999
"2014-12-16",40.178001,40.736,39.074001,39.562,42130500,39.562
"2014-12-17",38.612,41.330002,38.529999,41.164001,36839000,41.164001
"2014-12-18",42.476002,43.688,42.360001,43.652,37416500,43.652
"2014-12-19",44.037998,44.080002,42.900002,43.858002,34552500,43.858002
"2014-12-22",44,44.812,43.652,44.52,23997000,44.52
"2014-12-23",44.762001,44.863998,43.903999,44.194,22528500,44.194
"2014-12-24",43.953999,44.5,43.849998,44.452,6661000,44.452
"2014-12-26",44.301998,45.700001,44.299999,45.563999,16635000,45.563999
"2014-12-29",45.380001,45.582001,44.804001,45.141998,14012500,45.141998
"2014-12-30",44.798,45.130001,44.279999,44.445999,14516000,44.445999
"2014-12-31",44.618,45.136002,44.450001,44.481998,11487500,44.481998
"2015-01-02",44.574001,44.650002,42.652,43.862,23822000,43.862
"2015-01-05",42.91,43.299999,41.431999,42.018002,26842500,42.018002
"2015-01-06",42.012001,42.84,40.841999,42.256001,31309500,42.256001
"2015-01-07",42.669998,42.956001,41.956001,42.189999,14842000,42.189999
"2015-01-08",42.562,42.759998,42.001999,42.124001,17212500,42.124001
"2015-01-09",41.784,41.995998,40.992001,41.332001,23341500,41.332001
"2015-01-12",40.610001,40.894001,39.849998,40.442001,29751500,40.442001
"2015-01-13",40.664001,41.521999,40.181999,40.849998,22386500,40.849998
"2015-01-14",37.166,39.040001,37,38.537998,57759500,38.537998
"2015-01-15",38.897999,39.150002,38,38.374001,26082500,38.374001
"2015-01-16",38.139999,38.897999,37.93,38.613998,18016000,38.613998
"2015-01-20",38.773998,38.824001,37.408001,38.386002,22516000,38.386002
"2015-01-21",37.91,39.736,37.902,39.313999,20765000,39.313999
"2015-01-22",39.400002,40.647999,39.040001,40.324001,20584500,40.324001
"2015-01-23",40.057999,40.700001,39.666,40.257999,17193000,40.257999
"2015-01-26",40.366001,41.723999,40.209999,41.310001,16172500,41.310001
"2015-01-27",40.883999,41.605999,40.66,41.195999,13905000,41.195999
"2015-01-28",41.222,41.273998,39.683998,39.874001,15748000,39.874001
"2015-01-29",40.214001,41.195999,39.299999,41.040001,17740500,41.040001
"2015-01-30",40.792,41.493999,40.599998,40.720001,15035000,40.720001
"2015-02-02",40.793999,42.389999,40.66,42.188,20746000,42.188
"2015-02-03",42.644001,44.074001,42.254002,43.672001,24131000,43.672001
"2015-02-04",43.658001,44.296001,43.360001,43.709999,16527000,43.709999
"2015-02-05",43.976002,45.096001,43.928001,44.198002,17614500,44.198002
"2015-02-06",44.400002,44.68,43.299999,43.472,16219500,43.472
"2015-02-09",43.076,43.585999,42.397999,43.495998,17362000,43.495998
"2015-02-10",43.509998,44.099998,43,43.257999,26952500,43.257999
"2015-02-11",42.442001,42.948002,41.456001,42.560001,48845500,42.560001
"2015-02-12",38.714001,40.618,38.655998,40.576,78248000,40.576
"2015-02-13",40.580002,41.198002,40.181999,40.754002,30955000,40.754002
"2015-02-17",41.139999,41.139999,40.299999,40.869999,19898000,40.869999
"2015-02-18",40.834,41.234001,40.52,40.891998,13568000,40.891998
"2015-02-19",41,42.487999,40.75,42.341999,25770500,42.341999
"2015-02-20",42.155998,43.52,41.962002,43.422001,29910500,43.422001
"2015-02-23",43.132,43.639999,41.265999,41.467999,42499000,41.467999
"2015-02-24",41.458,41.458,40.34,40.821999,33018000,40.821999
"2015-02-25",40.987999,41.428001,40.515999,40.751999,19547500,40.751999
"2015-02-26",40.799999,42.217999,40.444,41.438,32364500,41.438
"2015-02-27",41.380001,41.709999,40.560001,40.667999,19410500,40.667999
"2015-03-02",40.540001,40.667999,39.166,39.466,39610500,39.466
"2015-03-03",39.362,40.048,39.063999,39.911999,22161500,39.911999
"2015-03-04",39.849998,40.504002,39.442001,40.487999,21110000,40.487999
"2015-03-05",40.57,41.237999,40.029999,40.125999,24385000,40.125999
"2015-03-06",39.841999,40.150002,38.43,38.776001,33562000,38.776001
"2015-03-09",38.877998,38.897999,37.650002,38.175999,33683500,38.175999
"2015-03-10",37.692001,38.700001,37.52,38.063999,27898500,38.063999
"2015-03-11",38.23,39.236,38.202,38.748001,24874500,38.748001
"2015-03-12",38.75,38.889999,37.950001,38.214001,20746500,38.214001
"2015-03-13",37.790001,38.349998,37.464001,37.736,27171500,37.736
"2015-03-16",38.400002,39.181999,37.959999,39.139999,28144000,39.139999
"2015-03-17",39.085999,39.742001,38.787998,38.945999,24470500,38.945999
"2015-03-18",38.992001,40.175999,38.622002,40.141998,24104500,40.141998
"2015-03-19",40.400002,40.917999,38.905998,39.130001,42376000,39.130001
"2015-03-20",39.490002,39.798,39.124001,39.616001,21347500,39.616001
"2015-03-23",39.700001,40.099998,39.493999,39.925999,13158000,39.925999
"2015-03-24",40.316002,40.757999,39.950001,40.344002,18249500,40.344002
"2015-03-25",39.653999,39.717999,38.540001,38.860001,28652000,38.860001
"2015-03-26",38.784,38.958,37.939999,38.082001,20640000,38.082001
"2015-03-27",37.813999,37.858002,36.279999,37,43024500,37
"2015-03-30",37.169998,38.450001,36.360001,38.113998,50447500,38.113998
"2015-03-31",38.706001,38.751999,37.681999,37.754002,25133000,37.754002
"2015-04-01",37.740002,38.459999,37.209999,37.518002,18973000,37.518002
"2015-04-02",38.046001,38.646,38,38.200001,25052000,38.200001
"2015-04-06",39.599998,41.549999,39.5,40.619999,62279000,40.619999
"2015-04-07",40.501999,41.012001,40.228001,40.650002,21739500,40.650002
"2015-04-08",41.639999,42.18,41.174,41.534,31515500,41.534
"2015-04-09",41.686001,42.074001,41.223999,42.018002,19001000,42.018002
"2015-04-10",41.970001,42.330002,41.799999,42.18,20338500,42.18
"2015-04-13",42.088001,42.599998,41.810001,41.956001,18791000,41.956001
"2015-04-14",41.714001,41.897999,41.099998,41.492001,15130000,41.492001
"2015-04-15",41.492001,41.917999,41.32,41.566002,9762000,41.566002
"2015-04-16",41.540001,41.834,41.257999,41.34,8295500,41.34
"2015-04-17",40.998001,41.375999,40.700001,41.358002,12349500,41.358002
"2015-04-20",41.355999,41.57,40.77,41.054001,12796500,41.054001
"2015-04-21",41.16,42.150002,40.862,41.882,17162500,41.882
"2015-04-22",42.5,44.375999,42.338001,43.888,39315000,43.888
"2015-04-23",43.653999,44.296001,43.43,43.720001,22056000,43.720001
"2015-04-24",44.099998,44.16,43.602001,43.686001,12139000,43.686001
"2015-04-27",44.512001,47.75,44.400002,46.310001,58363000,46.310001
"2015-04-28",46.950001,47.099998,45.605999,46.096001,30427000,46.096001
"2015-04-29",46.009998,46.993999,45.526001,46.490002,19680500,46.490002
"2015-04-30",46.077999,46.577999,45.034,45.209999,19559500,45.209999
"2015-05-01",45.987999,46.354,44.082001,45.206001,26408500,45.206001
"2015-05-04",45.636002,46.945999,45.422001,46.102001,22173000,46.102001
"2015-05-05",47.551998,47.900002,45.826,46.59,28984500,46.59
"2015-05-06",46.82,46.894001,45.639999,46.085999,26354500,46.085999
"2015-05-07",44.200001,47.495998,44.049999,47.360001,47279500,47.360001
"2015-05-08",47.198002,47.681999,46.740002,47.321999,23341000,47.321999
"2015-05-11",47.257999,48.576,47.062,47.897999,28361500,47.897999
"2015-05-12",48.021999,49.27,47.638,48.948002,31817000,48.948002
"2015-05-13",49.521999,49.66,48.450001,48.636002,27201000,48.636002
"2015-05-14",48.964001,48.978001,48.25,48.82,14479500,48.82
"2015-05-15",48.785999,49.880001,48.5,49.768002,22638000,49.768002
"2015-05-18",49.400002,49.98,49.200001,49.75,16766000,49.75
"2015-05-19",49.686001,50.200001,49.23,49.428001,18371000,49.428001
"2015-05-20",49.425999,49.548,48.273998,48.869999,18778000,48.869999
"2015-05-21",48.605999,49.324001,48.472,49.124001,9853000,49.124001
"2015-05-22",49.076,49.720001,49.001999,49.546001,11115500,49.546001
"2015-05-26",49.535999,50.400002,49.299999,49.492001,17493500,49.492001
"2015-05-27",49.702,49.900002,49.110001,49.486,17041000,49.486
"2015-05-28",49.405998,50.360001,49.009998,50.290001,18236500,50.290001
"2015-05-29",50.200001,50.574001,49.886002,50.16,18946500,50.16
"2015-06-01",50.282001,50.32,49.493999,49.889999,12525500,49.889999
"2015-06-02",49.784,49.880001,49.259998,49.669998,10674000,49.669998
"2015-06-03",49.639999,50.144001,49.402,49.798,8907500,49.798
"2015-06-04",49.5,49.860001,49.141998,49.183998,12268000,49.183998
"2015-06-05",49.200001,49.939999,49.136002,49.827999,15110000,49.827999
"2015-06-08",50.169998,51.75,50.062,51.257999,25085000,51.257999
"2015-06-09",51.080002,51.548,50.827999,51.200001,13055500,51.200001
"2015-06-10",50.380001,50.799999,49.700001,50.139999,17272500,50.139999
"2015-06-11",50.652,50.874001,50.085999,50.282001,10220500,50.282001
"2015-06-12",50.042,50.692001,50.042,50.138,7111500,50.138
"2015-06-15",49.939999,50.256001,49.202,50.076,10931000,50.076
"2015-06-16",50.026001,50.688,49.82,50.624001,9923500,50.624001
"2015-06-17",50.433998,52.872002,50.403999,52.082001,27564500,52.082001
"2015-06-18",52.400002,52.692001,52.004002,52.377998,13913500,52.377998
